episode,scenario,timesteps,reward,distance,collision,pedestrian_collision,blocker_collision,wall_collision,dilemma_decision,pedestrians_hit,episode_outcome,collision_actor_type
1,Scenario02,855,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
2,Scenario02,905,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0004
3,Scenario02,800,-607.64,24.00,True,False,False,True,none,0,wall_collision,static.fence
4,Scenario02,598,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
5,Scenario02,714,-599.71,21.00,True,False,False,True,none,0,wall_collision,static.fence
6,Scenario02,885,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0012
7,Scenario02,567,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
8,Scenario02,736,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
9,Scenario02,855,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
10,Scenario02,870,-907.86,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0008
11,Scenario02,887,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
12,Scenario02,874,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
13,Scenario02,695,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
14,Scenario02,857,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
15,Scenario02,796,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
16,Scenario02,803,-599.65,23.00,True,False,False,True,none,0,wall_collision,static.fence
17,Scenario02,548,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
18,Scenario02,899,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0007
19,Scenario02,896,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0012
20,Scenario02,649,-599.75,17.00,True,False,False,True,none,0,wall_collision,static.vegetation
21,Scenario02,669,-599.75,17.00,True,False,False,True,none,0,wall_collision,static.vegetation
22,Scenario02,905,-414.00,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0010
23,Scenario02,856,-899.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
24,Scenario02,791,-599.69,21.00,True,False,False,True,none,0,wall_collision,static.fence
25,Scenario02,625,-599.73,18.00,True,False,False,True,none,0,wall_collision,static.fence
26,Scenario02,889,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0012
27,Scenario02,621,-599.76,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
28,Scenario02,978,-610.59,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
29,Scenario02,655,-599.73,18.00,True,False,False,True,none,0,wall_collision,static.vegetation
30,Scenario02,855,-607.64,25.00,True,False,False,True,none,0,wall_collision,static.fence
31,Scenario02,849,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
32,Scenario02,911,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0011
33,Scenario02,623,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
34,Scenario02,845,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0006
35,Scenario02,850,-908.33,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
36,Scenario02,853,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
37,Scenario02,841,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
38,Scenario02,866,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0002
39,Scenario02,825,-413.68,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0002
40,Scenario02,883,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0002
41,Scenario02,826,-608.04,25.00,True,False,False,True,none,0,wall_collision,static.fence
42,Scenario02,878,-415.13,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0010
43,Scenario02,685,-599.72,19.00,True,False,False,True,none,0,wall_collision,static.fence
44,Scenario02,910,-908.06,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
45,Scenario02,836,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0007
46,Scenario02,794,-630.00,22.00,True,False,False,True,none,0,wall_collision,static.fence
47,Scenario02,611,-599.75,17.00,True,False,False,True,none,0,wall_collision,static.vegetation
48,Scenario02,549,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.pole
49,Scenario02,721,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
50,Scenario02,909,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0014
51,Scenario02,430,-623.27,8.00,True,False,False,True,none,0,wall_collision,static.fence
52,Scenario02,752,-626.60,21.00,True,False,False,True,none,0,wall_collision,static.fence
53,Scenario02,872,-609.97,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
54,Scenario02,857,-632.55,26.00,True,False,False,True,none,0,wall_collision,static.fence
55,Scenario02,861,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
56,Scenario02,737,-599.70,20.00,True,False,False,True,none,0,wall_collision,static.fence
57,Scenario02,880,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
58,Scenario02,433,-623.19,7.00,True,False,False,True,none,0,wall_collision,static.fence
59,Scenario02,891,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
60,Scenario02,913,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
61,Scenario02,697,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
62,Scenario02,723,-625.01,21.00,True,False,False,True,none,0,wall_collision,static.fence
63,Scenario02,839,-899.65,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
64,Scenario02,880,-420.90,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0002
1,Scenario02,844,-907.83,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
2,Scenario02,762,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
3,Scenario02,813,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
4,Scenario02,617,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
5,Scenario02,730,-599.65,23.00,True,False,False,True,none,0,wall_collision,static.fence
6,Scenario02,707,-599.65,23.00,True,False,False,True,none,0,wall_collision,static.fence
7,Scenario02,746,-607.80,26.00,True,False,False,True,none,0,wall_collision,static.fence
8,Scenario02,718,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
9,Scenario02,798,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
10,Scenario02,507,-599.82,12.00,True,False,False,True,none,0,wall_collision,static.fence
11,Scenario02,619,-599.73,18.00,True,False,False,True,none,0,wall_collision,static.fence
12,Scenario02,828,-909.03,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
13,Scenario02,833,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0003
14,Scenario02,908,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
15,Scenario02,820,-907.71,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0009
16,Scenario02,859,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
17,Scenario02,787,-607.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
18,Scenario02,900,-908.01,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
19,Scenario02,919,-908.69,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
20,Scenario02,839,-908.27,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
21,Scenario02,709,-599.72,19.00,True,False,False,True,none,0,wall_collision,static.fence
22,Scenario02,843,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0006
23,Scenario02,817,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0006
24,Scenario02,950,-609.47,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
25,Scenario02,545,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
26,Scenario02,766,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
27,Scenario02,857,-419.83,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0002
28,Scenario02,944,-898.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
29,Scenario02,830,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0009
30,Scenario02,889,-899.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
31,Scenario02,557,-623.45,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
32,Scenario02,824,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
33,Scenario02,724,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
34,Scenario02,912,-907.61,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0006
35,Scenario02,860,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0009
36,Scenario02,881,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
37,Scenario02,577,-599.76,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
38,Scenario02,865,-417.57,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0011
39,Scenario02,882,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
40,Scenario02,957,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
41,Scenario02,794,-599.98,23.00,True,False,False,True,none,0,wall_collision,static.fence
42,Scenario02,956,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0007
43,Scenario02,551,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.vegetation
44,Scenario02,849,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
45,Scenario02,860,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
46,Scenario02,948,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
47,Scenario02,838,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
48,Scenario02,881,-607.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
49,Scenario02,593,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
50,Scenario02,866,-908.35,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
51,Scenario02,963,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
52,Scenario02,898,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
53,Scenario02,860,-607.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
54,Scenario02,692,-599.72,19.00,True,False,False,True,none,0,wall_collision,static.fence
55,Scenario02,864,-607.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
56,Scenario02,832,-607.64,24.00,True,False,False,True,none,0,wall_collision,static.fence
57,Scenario02,903,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
58,Scenario02,821,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
59,Scenario02,800,-612.75,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
60,Scenario02,952,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0002
61,Scenario02,956,-412.69,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0005
62,Scenario02,798,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
63,Scenario02,646,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
64,Scenario02,781,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
65,Scenario02,539,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.pole
66,Scenario02,959,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
67,Scenario02,961,-609.63,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
68,Scenario02,942,-607.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
69,Scenario02,866,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
70,Scenario02,987,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
71,Scenario02,855,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0003
72,Scenario02,992,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
73,Scenario02,627,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.pole
74,Scenario02,929,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
75,Scenario02,883,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
76,Scenario02,564,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
77,Scenario02,1101,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
78,Scenario02,959,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
79,Scenario02,895,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
80,Scenario02,1066,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
81,Scenario02,1016,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
82,Scenario02,1022,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0012
83,Scenario02,925,-607.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
84,Scenario02,544,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.vegetation
85,Scenario02,973,-421.39,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0005
86,Scenario02,936,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
87,Scenario02,786,-599.65,23.00,True,False,False,True,none,0,wall_collision,static.fence
88,Scenario02,898,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
89,Scenario02,928,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
90,Scenario02,856,-599.74,22.00,True,False,False,True,none,0,wall_collision,static.fence
91,Scenario02,966,-412.90,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0004
92,Scenario02,1017,-412.53,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0003
93,Scenario02,981,-599.70,25.00,True,False,False,True,none,0,wall_collision,static.fence
94,Scenario02,1053,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
95,Scenario02,812,-599.80,22.00,True,False,False,True,none,0,wall_collision,static.fence
96,Scenario02,810,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
97,Scenario02,944,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
98,Scenario02,549,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.pole
99,Scenario02,707,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
100,Scenario02,657,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
101,Scenario02,685,-599.73,18.00,True,False,False,True,none,0,wall_collision,static.vegetation
102,Scenario02,915,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0014
103,Scenario02,631,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.vegetation
104,Scenario02,613,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.vegetation
105,Scenario02,904,-599.73,18.00,True,False,False,True,none,0,wall_collision,static.fence
106,Scenario02,1056,-599.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
107,Scenario02,1089,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
108,Scenario02,1037,-907.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0005
109,Scenario02,932,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
110,Scenario02,872,-599.69,21.00,True,False,False,True,none,0,wall_collision,static.fence
111,Scenario02,837,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
112,Scenario02,811,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
113,Scenario02,989,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
114,Scenario02,1031,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
115,Scenario02,684,-599.76,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
116,Scenario02,1004,-610.55,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
117,Scenario02,1039,-599.62,26.00,True,False,False,True,none,0,wall_collision,static.fence
118,Scenario02,722,-599.76,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
119,Scenario02,978,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
120,Scenario02,844,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
121,Scenario02,900,-907.92,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
122,Scenario02,1138,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
123,Scenario02,880,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
124,Scenario02,1082,-899.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0003
125,Scenario02,602,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
126,Scenario02,923,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
127,Scenario02,822,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
128,Scenario02,753,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.pole
129,Scenario02,890,-599.65,23.00,True,False,False,True,none,0,wall_collision,static.fence
130,Scenario02,1139,-602.44,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
131,Scenario02,917,-607.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
132,Scenario02,943,-425.49,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0011
133,Scenario02,918,-599.62,26.00,True,False,False,True,none,0,wall_collision,static.fence
134,Scenario02,961,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
135,Scenario02,830,-627.95,25.00,True,False,False,True,none,0,wall_collision,static.fence
136,Scenario02,884,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
137,Scenario02,824,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
138,Scenario02,1077,-413.81,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0007
139,Scenario02,838,-416.62,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0001
140,Scenario02,993,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
141,Scenario02,812,-613.11,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
142,Scenario02,948,-607.63,25.00,True,False,False,True,none,0,wall_collision,static.fence
143,Scenario02,942,-599.65,23.00,True,False,False,True,none,0,wall_collision,static.fence
144,Scenario02,1082,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
145,Scenario02,949,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
146,Scenario02,1067,-899.67,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0005
147,Scenario02,1049,-416.31,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0009
148,Scenario02,1137,-416.32,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0006
149,Scenario02,998,-599.60,27.00,True,False,False,True,none,0,wall_collision,static.fence
150,Scenario02,1016,-909.33,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
151,Scenario02,1041,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
152,Scenario02,1021,-599.94,23.00,True,False,False,True,none,0,wall_collision,static.fence
153,Scenario02,940,-607.65,23.00,True,False,False,True,none,0,wall_collision,static.fence
154,Scenario02,792,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
155,Scenario02,1046,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
156,Scenario02,1000,-407.61,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0007
157,Scenario02,997,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
158,Scenario02,818,-599.70,20.00,True,False,False,True,none,0,wall_collision,static.fence
159,Scenario02,1010,-602.57,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
160,Scenario02,717,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.vegetation
161,Scenario02,622,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.pole
162,Scenario02,1090,-602.41,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
163,Scenario02,1095,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
164,Scenario02,1098,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
165,Scenario02,1012,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
166,Scenario02,751,-599.75,17.00,True,False,False,True,none,0,wall_collision,static.vegetation
167,Scenario02,1070,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
168,Scenario02,1030,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
169,Scenario02,905,-603.61,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
170,Scenario02,1070,-908.97,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
171,Scenario02,785,-599.76,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
172,Scenario02,919,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
173,Scenario02,1086,-423.80,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0001
174,Scenario02,1005,-426.45,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0003
175,Scenario02,1077,-609.26,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
176,Scenario02,1021,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
177,Scenario02,579,-620.20,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
178,Scenario02,651,-617.93,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
179,Scenario02,913,-599.70,20.00,True,False,False,True,none,0,wall_collision,static.fence
180,Scenario02,978,-908.03,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
181,Scenario02,601,-617.80,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
182,Scenario02,1087,-901.20,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
183,Scenario02,959,-412.55,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0009
184,Scenario02,1027,-606.74,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
185,Scenario02,960,-423.38,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0010
186,Scenario02,993,-610.56,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
187,Scenario02,606,-619.14,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
188,Scenario02,984,-907.96,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
189,Scenario02,940,-599.74,26.00,True,False,False,True,none,0,wall_collision,static.fence
190,Scenario02,1131,-605.34,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
191,Scenario02,1101,-601.73,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
192,Scenario02,1115,-599.64,24.00,True,False,False,True,none,0,wall_collision,static.fence
193,Scenario02,961,-901.49,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
194,Scenario02,836,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.vegetation
195,Scenario02,559,-618.66,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
196,Scenario02,544,-621.82,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
197,Scenario02,989,-422.55,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0008
198,Scenario02,1007,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
199,Scenario02,981,-907.89,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
200,Scenario02,791,-599.84,11.00,True,False,False,True,none,0,wall_collision,static.fence
201,Scenario02,665,-616.35,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
202,Scenario02,1009,-909.42,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
203,Scenario02,1095,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
204,Scenario02,1002,-413.35,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0012
205,Scenario02,1093,-901.62,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
206,Scenario02,1188,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
207,Scenario02,572,-624.75,14.00,True,False,False,True,none,0,wall_collision,static.vegetation
208,Scenario02,1052,-901.58,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
209,Scenario02,928,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
210,Scenario02,991,-900.43,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
211,Scenario02,913,-609.66,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
212,Scenario02,1126,-603.06,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
213,Scenario02,1044,-609.93,27.00,True,False,True,False,none,0,blocker_collision,static.prop.container
214,Scenario02,1092,-607.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
215,Scenario02,913,-614.31,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
216,Scenario02,1124,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
217,Scenario02,818,-599.77,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
218,Scenario02,755,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.pole
219,Scenario02,1047,-900.62,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
220,Scenario02,1097,-602.58,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
221,Scenario02,1110,-607.48,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
222,Scenario02,990,-410.79,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0013
223,Scenario02,1046,-407.54,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0006
224,Scenario02,1037,-610.55,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
225,Scenario02,1209,-604.12,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
226,Scenario02,1105,-416.74,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0003
