episode,scenario,timesteps,reward,distance,collision,pedestrian_collision,blocker_collision,wall_collision,dilemma_decision,pedestrians_hit,episode_outcome,collision_actor_type
2202,Scenario02,1292,-899.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2203,Scenario02,1054,-909.09,28.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2204,Scenario02,909,-599.82,12.00,True,False,False,True,none,0,wall_collision,static.fence
2205,Scenario02,1150,-603.61,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2206,Scenario02,1275,-902.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2207,Scenario02,1183,-604.65,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2208,Scenario02,630,-618.54,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2209,Scenario02,1049,-599.14,24.00,True,False,False,True,none,0,wall_collision,static.fence
2210,Scenario02,1247,-23.09,27.00,False,False,False,False,none,0,stuck,none
2211,Scenario02,615,-617.76,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2212,Scenario02,1115,-899.68,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
2213,Scenario02,971,-901.23,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2214,Scenario02,1056,-902.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2215,Scenario02,758,-616.74,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2216,Scenario02,1288,-901.83,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2217,Scenario02,1031,-604.12,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2218,Scenario02,1182,-900.47,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
2219,Scenario02,1188,-907.80,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2220,Scenario02,1184,-599.15,23.00,True,False,False,True,none,0,wall_collision,static.fence
2221,Scenario02,1117,-604.23,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2222,Scenario02,1306,-898.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2223,Scenario02,1210,-902.03,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
2224,Scenario02,1230,-599.12,25.00,True,False,False,True,none,0,wall_collision,static.fence
2225,Scenario02,1143,-901.66,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2226,Scenario02,1123,-604.64,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2227,Scenario02,1060,-902.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2228,Scenario02,1032,-901.57,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
2229,Scenario02,1305,-603.45,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2230,Scenario02,1088,-901.42,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2231,Scenario02,1295,-601.97,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2232,Scenario02,842,-24.82,12.00,False,False,False,False,none,0,stuck,none
2233,Scenario02,1035,-900.15,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2234,Scenario02,1132,-909.63,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
2235,Scenario02,1248,-903.28,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
2236,Scenario02,662,-618.82,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2237,Scenario02,593,-614.72,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2238,Scenario02,1227,-900.55,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
2239,Scenario02,1245,-899.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2240,Scenario02,839,-24.80,13.00,False,False,False,False,none,0,stuck,none
2241,Scenario02,1120,-911.49,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2242,Scenario02,1273,-599.72,25.00,True,False,False,True,none,0,wall_collision,static.fence
2243,Scenario02,1134,-602.50,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2244,Scenario02,1184,-599.70,20.00,True,False,False,True,none,0,wall_collision,static.fence
2245,Scenario02,1181,-901.72,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2246,Scenario02,1140,-604.38,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2247,Scenario02,962,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.pole
2248,Scenario02,1267,-902.83,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
2249,Scenario02,1281,-611.17,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2250,Scenario02,1196,-899.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2251,Scenario02,1049,-599.71,24.00,True,False,False,True,none,0,wall_collision,static.fence
2252,Scenario02,1335,-901.52,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
2253,Scenario02,1110,-604.11,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2254,Scenario02,792,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.fence
2255,Scenario02,1046,-615.63,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2256,Scenario02,1234,-902.05,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
2257,Scenario02,1106,-910.53,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
2258,Scenario02,1226,-602.28,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2259,Scenario02,1180,-603.47,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2260,Scenario02,1192,-901.51,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2261,Scenario02,1072,-602.86,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2262,Scenario02,658,-618.10,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2263,Scenario02,977,-415.33,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0003
2264,Scenario02,1303,-602.55,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2265,Scenario02,1110,-605.10,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2266,Scenario02,1305,-901.42,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2267,Scenario02,1029,-604.02,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2268,Scenario02,662,-616.76,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2269,Scenario02,1074,-902.34,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
2270,Scenario02,1339,-901.46,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
2271,Scenario02,1136,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
2272,Scenario02,1248,-902.07,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
2273,Scenario02,1193,-604.46,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2274,Scenario02,1156,-901.14,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
2275,Scenario02,1045,-599.70,20.00,True,False,False,True,none,0,wall_collision,static.fence
2276,Scenario02,1295,-901.29,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
2277,Scenario02,1099,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
2278,Scenario02,635,-619.92,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2279,Scenario02,1049,-908.42,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2280,Scenario02,1155,-609.71,27.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2281,Scenario02,1244,-601.32,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2282,Scenario02,1260,-604.08,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2283,Scenario02,1074,-602.09,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2284,Scenario02,1288,-599.17,22.00,True,False,False,True,none,0,wall_collision,static.fence
2285,Scenario02,1068,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2286,Scenario02,1208,-909.91,28.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2287,Scenario02,1176,-599.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
2288,Scenario02,828,-24.88,8.00,False,False,False,False,none,0,stuck,none
2289,Scenario02,1065,-607.80,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2290,Scenario02,619,-621.17,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2291,Scenario02,675,-615.33,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2292,Scenario02,1115,-901.83,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2293,Scenario02,1154,-603.98,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2294,Scenario02,1334,-602.95,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2295,Scenario02,1369,-603.71,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2296,Scenario02,1157,-599.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
2297,Scenario02,1396,-598.15,23.00,True,False,False,True,none,0,wall_collision,static.fence
2298,Scenario02,1215,-602.20,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2299,Scenario02,1171,-603.99,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2300,Scenario02,1262,-604.08,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2301,Scenario02,1351,-899.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0005
2302,Scenario02,1282,-606.71,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2303,Scenario02,642,-614.24,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2304,Scenario02,1271,-908.11,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
2305,Scenario02,1199,-898.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0004
2306,Scenario02,1186,-599.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
2307,Scenario02,1129,-599.12,25.00,True,False,False,True,none,0,wall_collision,static.fence
2308,Scenario02,1167,-610.11,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2309,Scenario02,1037,-599.82,24.00,True,False,False,True,none,0,wall_collision,static.fence
2310,Scenario02,1209,-605.06,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2311,Scenario02,1087,-908.46,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
2312,Scenario02,1119,-908.07,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2313,Scenario02,1388,-599.10,27.00,True,False,False,True,none,0,wall_collision,static.fence
2314,Scenario02,1430,-899.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0013
2315,Scenario02,1294,-604.18,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2316,Scenario02,684,-620.00,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2317,Scenario02,1120,-909.04,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
2318,Scenario02,747,-617.80,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2319,Scenario02,1179,-604.25,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2320,Scenario02,1047,-602.78,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2321,Scenario02,1139,-612.25,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2322,Scenario02,1049,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
2323,Scenario02,1171,-603.14,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2324,Scenario02,1227,-602.42,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2325,Scenario02,1119,-902.74,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2326,Scenario02,1230,-24.21,19.00,False,False,False,False,none,0,stuck,none
2327,Scenario02,1148,-599.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
2328,Scenario02,1686,-599.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
2329,Scenario02,865,-620.48,18.00,True,False,False,True,none,0,wall_collision,static.vegetation
2330,Scenario02,1218,-603.13,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2331,Scenario02,1054,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2332,Scenario02,1450,-604.93,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2333,Scenario02,1053,-605.15,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2334,Scenario02,1598,-903.25,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2335,Scenario02,1076,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
2336,Scenario02,1256,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2337,Scenario02,711,-619.44,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2338,Scenario02,1115,-903.30,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
2339,Scenario02,1088,-904.67,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2340,Scenario02,1080,-908.15,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2341,Scenario02,1057,-603.60,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2342,Scenario02,1316,-908.30,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2343,Scenario02,1157,-599.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
2344,Scenario02,1177,-24.18,21.00,False,False,False,False,none,0,stuck,none
2345,Scenario02,1074,-599.65,23.00,True,False,False,True,none,0,wall_collision,static.fence
2346,Scenario02,1252,-899.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2347,Scenario02,1119,-901.82,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2348,Scenario02,1346,-603.97,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2349,Scenario02,1104,-599.15,23.00,True,False,False,True,none,0,wall_collision,static.fence
2350,Scenario02,861,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.pole
2351,Scenario02,1297,-605.68,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2352,Scenario02,1451,-898.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0002
2353,Scenario02,1291,-417.31,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0002
2354,Scenario02,604,-619.39,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2355,Scenario02,1334,-899.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0008
2356,Scenario02,1179,-604.31,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2357,Scenario02,1082,-901.27,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2358,Scenario02,756,-26.28,13.00,False,False,False,False,none,0,stuck,none
2359,Scenario02,1232,-908.00,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2360,Scenario02,1177,-601.71,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2361,Scenario02,1196,-612.08,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2362,Scenario02,1219,-604.93,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2363,Scenario02,1076,-599.65,23.00,True,False,False,True,none,0,wall_collision,static.fence
2364,Scenario02,1301,-602.62,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2365,Scenario02,597,-617.96,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2366,Scenario02,1500,-598.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
2367,Scenario02,1141,-610.04,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2368,Scenario02,1299,-599.65,23.00,True,False,False,True,none,0,wall_collision,static.fence
2369,Scenario02,1141,-899.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0005
2370,Scenario02,1173,-901.62,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
2371,Scenario02,763,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.pole
2372,Scenario02,1232,-903.84,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
2373,Scenario02,1163,-902.44,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2374,Scenario02,588,-619.30,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2375,Scenario02,1062,-599.17,22.00,True,False,False,True,none,0,wall_collision,static.fence
2376,Scenario02,1121,-902.90,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2377,Scenario02,1170,-603.00,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2378,Scenario02,1223,-605.30,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2379,Scenario02,1088,-602.42,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2380,Scenario02,1221,-903.85,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
2381,Scenario02,1168,-602.52,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2382,Scenario02,1100,-901.88,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2383,Scenario02,1088,-603.59,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2384,Scenario02,1186,-604.90,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2385,Scenario02,1230,-604.79,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2386,Scenario02,1180,-601.94,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2387,Scenario02,700,-619.73,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2388,Scenario02,1324,-608.75,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2389,Scenario02,1256,-898.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2390,Scenario02,1302,-599.10,27.00,True,False,False,True,none,0,wall_collision,static.fence
2391,Scenario02,1111,-902.26,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2392,Scenario02,1267,-605.41,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2393,Scenario02,1110,-900.59,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2394,Scenario02,1304,-603.68,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2395,Scenario02,688,-618.21,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2396,Scenario02,1021,-902.28,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2397,Scenario02,1344,-908.56,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2398,Scenario02,1279,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
2399,Scenario02,1061,-904.54,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2400,Scenario02,1298,-908.51,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2401,Scenario02,1206,-901.86,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2402,Scenario02,1194,-902.09,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
2403,Scenario02,1113,-904.63,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
2404,Scenario02,1226,-602.54,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2405,Scenario02,1413,-599.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
2406,Scenario02,1162,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
2407,Scenario02,1105,-908.20,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2408,Scenario02,1117,-598.15,23.00,True,False,False,True,none,0,wall_collision,static.fence
2409,Scenario02,1129,-605.43,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2410,Scenario02,1218,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
2411,Scenario02,1176,-24.21,19.00,False,False,False,False,none,0,stuck,none
2412,Scenario02,1126,-604.46,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2413,Scenario02,1201,-605.17,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2414,Scenario02,1202,-901.44,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
2415,Scenario02,1177,-902.53,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2416,Scenario02,1282,-899.16,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2417,Scenario02,1022,-902.34,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
2418,Scenario02,1242,-903.34,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2419,Scenario02,1156,-910.13,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2420,Scenario02,1204,-601.74,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2421,Scenario02,1066,-903.74,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
2422,Scenario02,1229,-23.11,26.00,False,False,False,False,none,0,stuck,none
2423,Scenario02,1107,-599.10,27.00,True,False,False,True,none,0,wall_collision,static.fence
2424,Scenario02,1235,-601.90,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2425,Scenario02,1241,-604.03,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2426,Scenario02,1187,-604.22,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2427,Scenario02,1031,-603.71,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2428,Scenario02,1105,-602.02,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2429,Scenario02,1075,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
2430,Scenario02,1379,-608.14,27.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2431,Scenario02,1053,-599.64,24.00,True,False,False,True,none,0,wall_collision,static.fence
2432,Scenario02,1099,-414.25,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0003
2433,Scenario02,1082,-904.51,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2434,Scenario02,1073,-416.81,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0005
2435,Scenario02,1073,-604.16,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2436,Scenario02,1125,-900.82,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
2437,Scenario02,1271,-599.94,25.00,True,False,False,True,none,0,wall_collision,static.fence
2438,Scenario02,668,-617.58,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2439,Scenario02,1280,-908.00,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
2440,Scenario02,1504,-899.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0002
2441,Scenario02,604,-619.60,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2442,Scenario02,843,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.fence
2443,Scenario02,897,-24.79,14.00,False,False,False,False,none,0,stuck,none
2444,Scenario02,1476,-598.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
2445,Scenario02,1317,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
2446,Scenario02,1151,-902.31,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
2447,Scenario02,620,-615.11,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2448,Scenario02,1232,-599.23,18.00,True,False,False,True,none,0,wall_collision,static.fence
2449,Scenario02,1141,-608.16,25.00,True,False,False,True,none,0,wall_collision,static.fence
2450,Scenario02,1247,-600.71,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2451,Scenario02,889,-599.72,19.00,True,False,False,True,none,0,wall_collision,static.fence
2452,Scenario02,1154,-900.70,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
2453,Scenario02,1113,-604.67,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2454,Scenario02,984,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
2455,Scenario02,1038,-908.77,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2456,Scenario02,689,-618.71,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2457,Scenario02,942,-899.99,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
2458,Scenario02,1064,-901.21,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2459,Scenario02,1016,-599.20,20.00,True,False,False,True,none,0,wall_collision,static.fence
2460,Scenario02,1059,-903.85,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
2461,Scenario02,653,-619.14,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2462,Scenario02,757,-24.82,12.00,False,False,False,False,none,0,stuck,none
2463,Scenario02,962,-602.87,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2464,Scenario02,1097,-611.48,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2465,Scenario02,640,-618.24,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2466,Scenario02,1402,-899.13,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2467,Scenario02,1132,-604.15,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2468,Scenario02,1261,-605.19,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2469,Scenario02,1104,-901.01,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
2470,Scenario02,1196,-904.11,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
2471,Scenario02,735,-620.55,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
2472,Scenario02,1057,-599.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
2473,Scenario02,1370,-598.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
2474,Scenario02,1076,-900.47,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
2475,Scenario02,788,-599.75,17.00,True,False,False,True,none,0,wall_collision,static.vegetation
2476,Scenario02,815,-616.31,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
2477,Scenario02,1157,-599.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
2478,Scenario02,1138,-602.59,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2479,Scenario02,1179,-902.82,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
2480,Scenario02,1131,-604.92,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
2481,Scenario02,938,-901.98,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
2482,Scenario02,1173,-907.64,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
2483,Scenario02,1002,-909.90,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
2484,Scenario02,1105,-603.20,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
